Movie Name,Votes,Certification,Gross (USD millions),Star 1,Star 2,Star 3,Star 4,Genre1,Genre2,Genre3,Popularity
Power Rangers,111263,PG-13,85.36,Dacre Montgomery,Naomi Scott,RJ Cyler,Ludi Lin,Action, Adventure, Fantasy,1302
Transformers: Revenge of the Fallen,415045,PG-13,402.11,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,Action, Adventure, Sci-Fi,1310
Pathaan,139825,Not Rated,,Shah Rukh Khan,Deepika Padukone,John Abraham,Dimple Kapadia,Action, Adventure, Thriller,1856
The Last Witch Hunter,106604,PG-13,27.37,Vin Diesel,Rose Leslie,Elijah Wood,Ólafur Darri Ólafsson,Action, Adventure, Fantasy,2001
Underwater,88009,PG-13,17.29,Kristen Stewart,Vincent Cassel,Mamoudou Athie,T.J. Miller,Action, Horror, Sci-Fi,2227
Jurassic Park III,330419,PG-13,181.17,Sam Neill,William H. Macy,Téa Leoni,Alessandro Nivola,Action, Adventure, Sci-Fi,2240
Into the Blue,78016,PG-13,18.47,Paul Walker,Jessica Alba,Scott Caan,Ashley Scott,Action, Adventure, Crime,2301
Teenage Mutant Ninja Turtles: Out of the Shadows,96056,PG-13,82.05,Megan Fox,Will Arnett,Tyler Perry,Laura Linney,Action, Adventure, Comedy,2317
The Wandering Earth,33938,TV-MA,5.88,Jing Wu,Chuxiao Qu,Guangjie Li,Man-Tat Ng,Action, Adventure, Sci-Fi,2835
London Has Fallen,163756,R,62.68,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Action, Thriller,,2887
The Brothers Grimm,123862,PG-13,37.92,Matt Damon,Heath Ledger,Monica Bellucci,Petr Ratimec,Action, Adventure, Comedy,3235
Six Days Seven Nights,80524,PG-13,74.33,Harrison Ford,Anne Heche,David Schwimmer,Jacqueline Obradors,Action, Adventure, Comedy,3684
The One,93992,PG-13,43.91,Jet Li,Carla Gugino,Delroy Lindo,Jason Statham,Action, Sci-Fi, Thriller,3786
The Rookie,28298,R,21.63,Clint Eastwood,Charlie Sheen,Raul Julia,Sonia Braga,Action, Crime, Drama,4144
Timecop,61530,R,44.85,Jean-Claude Van Damme,Mia Sara,Ron Silver,Bruce McGill,Action, Crime, Sci-Fi,4227
Iron Sky,95392,R,,Julia Dietze,Christopher Kirby,Götz Otto,Udo Kier,Action, Adventure, Comedy,4534
Abraham Lincoln: Vampire Hunter,158534,R,37.52,Benjamin Walker,Rufus Sewell,Dominic Cooper,Anthony Mackie,Action, Fantasy, Horror,4618
Braven,40797,R,,Jason Momoa,Garret Dillahunt,Jill Wagner,Stephen Lang,Action, Thriller,,4760
Doomsday,78561,R,10.96,Rhona Mitra,Bob Hoskins,Alexander Siddig,Caryn Peterson,Action, Sci-Fi, Thriller,4870
The Black Hole,26801,PG,,Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms,Action, Sci-Fi,,
Star Wars: The Clone Wars,69220,PG,35.16,Matt Lanter,Nika Futterman,Tom Kane,Ashley Eckstein,Animation, Action, Adventure,
The Legend of Zorro,104823,PG,46.46,Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell,Alberto Reyes,Action, Adventure, Romance,
Keeping Up with the Joneses,65099,PG-13,14.9,Zach Galifianakis,Isla Fisher,Jon Hamm,Gal Gadot,Action, Comedy,,
The 6th Day,125123,PG-13,34.6,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Michael Rooker,Action, Mystery, Sci-Fi,
Firefox,28374,PG,46.71,Clint Eastwood,Freddie Jones,David Huffman,Warren Clarke,Action, Adventure, Thriller,
Daylight,74754,PG-13,33.02,Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Dan Hedaya,Action, Adventure, Drama,
The Golden Child,57677,PG-13,79.82,Eddie Murphy,J.L. Reate,Charles Dance,Charlotte Lewis,Action, Adventure, Comedy,
Kidnap,38114,R,30.72,Halle Berry,Sage Correa,Chris McGinn,Lew Temple,Action, Crime, Thriller,
Sanctum,56441,R,23.07,Rhys Wakefield,Allison Cratchley,Christopher James Baker,Richard Roxburgh,Action, Adventure, Drama,
Another 48 Hrs.,43113,R,80.82,Eddie Murphy,Nick Nolte,Brion James,Kevin Tighe,Action, Comedy, Crime,
Vertical Limit,63275,PG-13,69.24,Scott Glenn,Chris O'Donnell,Bill Paxton,Robin Tunney,Action, Adventure, Drama,
Domino,68360,R,10.17,Keira Knightley,Mickey Rourke,Edgar Ramírez,Rizz Abbasi,Action, Biography, Crime,
The Fan,49960,R,18.57,Robert De Niro,Wesley Snipes,Ellen Barkin,John Leguizamo,Action, Drama, Sport,
Red Tails,36340,PG-13,49.88,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,Andre Royo,Action, Drama, History,
Ride Along 2,60963,PG-13,91.22,Ice Cube,Kevin Hart,Tika Sumpter,Benjamin Bratt,Action, Comedy, Crime,
Gone,45273,PG-13,11.65,Amanda Seyfried,Jennifer Carpenter,Wes Bentley,Daniel Sunjata,Action, Adventure, Mystery,
Passenger 57,49410,R,44.07,Wesley Snipes,Bruce Payne,Tom Sizemore,Alex Datcher,Action, Crime, Thriller,
3000 Miles to Graceland,47776,R,15.74,Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,Action, Comedy, Crime,
Undercover Brother,35622,PG-13,38.23,Eddie Griffin,Denise Richards,Aunjanue Ellis-Taylor,Chris Kattan,Action, Comedy,,
Fatman,27797,R,,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Chance Hurstfield,Action, Adventure, Comedy,
Fortress,29642,R,6.74,Christopher Lambert,Loryn Locklin,Kurtwood Smith,Clifton Collins Jr.,Action, Crime, Sci-Fi,
Men at Work,25668,PG-13,16.25,Charlie Sheen,Emilio Estevez,Leslie Hope,Keith David,Action, Comedy, Crime,
Hard Rain,36383,R,19.82,Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver,Action, Crime, Drama,
The Double,31021,PG-13,,Richard Gere,Topher Grace,Martin Sheen,Tamer Hassan,Action, Crime, Drama,
Tiger Lives,31033,Not Rated,5.56,Salman Khan,Katrina Kaif,Anupriya Goenka,Paresh Rawal,Action, Adventure, Thriller,
Ghosted,41206,PG-13,,Chris Evans,Ana de Armas,Adrien Brody,Mike Moh,Action, Adventure, Comedy,45
The School for Good and Evil,31547,PG-13,,Kit Young,Sophia Anne Caruso,Cate Blanchett,Liam Woon,Action, Comedy, Drama,754
2012,386292,PG-13,166.11,John Cusack,Thandiwe Newton,Chiwetel Ejiofor,Amanda Peet,Action, Adventure, Sci-Fi,905
Battleship,252349,PG-13,65.42,Alexander Skarsgård,Brooklyn Decker,Liam Neeson,Rihanna,Action, Adventure, Sci-Fi,983
Army of the Dead,178465,R,1,Dave Bautista,Ella Purnell,Ana de la Reguera,Omari Hardwick,Action, Crime, Drama,1020
Mortal Kombat,121082,PG-13,70.45,Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa,Action, Adventure, Fantasy,1184
Oldboy,78285,R,2.19,Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,Sharlto Copley,Action, Drama, Mystery,1320
Clash of the Titans,287146,PG-13,163.21,Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng,Action, Adventure, Fantasy,1401
Teenage Mutant Ninja Turtles,214620,PG-13,191.2,Megan Fox,Will Arnett,William Fichtner,Noel Fisher,Action, Adventure, Comedy,1648
xXx,183008,PG-13,142.11,Vin Diesel,Asia Argento,Marton Csokas,Samuel L. Jackson,Action, Adventure, Thriller,1744
The Man from Toronto,53744,PG-13,,Kevin Hart,Woody Harrelson,Jasmine Mathews,Kaley Cuoco,Action, Adventure, Comedy,1871
Species,82391,R,60.07,Natasha Henstridge,Michael Madsen,Ben Kingsley,Alfred Molina,Action, Horror, Sci-Fi,1904
Cobra,76493,R,49.04,Sylvester Stallone,Brigitte Nielsen,Reni Santoni,Andrew Robinson,Action, Crime, Thriller,1921
Blade: Trinity,182661,R,52.41,Wesley Snipes,Kris Kristofferson,Parker Posey,Ryan Reynolds,Action, Horror, Sci-Fi,2120
Noah,260745,PG-13,101.2,Russell Crowe,Jennifer Connelly,Anthony Hopkins,Emma Watson,Action, Adventure, Drama,2139
Troll,44661,TV-14,,Ine Marie Wilmann,Kim Falck,Mads Sjøgård Pettersen,Gard B. Eidsvold,Action, Adventure, Drama,2320
Hollow Man,134487,R,73.21,Kevin Bacon,Elisabeth Shue,Josh Brolin,Kim Dickens,Action, Horror, Sci-Fi,2482
Haywire,88407,R,18.94,Gina Carano,Ewan McGregor,Michael Fassbender,Michael Angarano,Action, Drama, Thriller,2530
The League of Extraordinary Gentlemen,179734,PG-13,66.47,Sean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng,Action, Adventure, Fantasy,2581
Journey to the Center of the Earth,127012,PG,101.7,Brendan Fraser,Josh Hutcherson,Aníta Briem,Seth Meyers,Action, Adventure, Family,2713
Cirque du Freak: The Vampire's Assistant,47258,PG-13,14.05,Chris Massoglia,John C. Reilly,Salma Hayek,Josh Hutcherson,Action, Adventure, Fantasy,2758
End of Days,113376,R,66.89,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,Kevin Pollak,Action, Fantasy, Horror,3154
Without Remorse,61104,R,,Michael B. Jordan,Jodie Turner-Smith,Jamie Bell,Guy Pearce,Action, Thriller, War,3171
Lake Placid,63308,R,31.77,Bridget Fonda,Bill Pullman,Oliver Platt,Brendan Gleeson,Action, Comedy, Horror,3202
RoboCop 2,89148,R,45.68,Peter Weller,Nancy Allen,Belinda Bauer,Dan O'Herlihy,Action, Crime, Sci-Fi,3240
The Host,116831,PG-13,26.63,Saoirse Ronan,Max Irons,Jake Abel,Diane Kruger,Action, Adventure, Drama,3302
The Mortal Instruments: City of Bones,136380,PG-13,31.17,Lily Collins,Jamie Campbell Bower,Robert Sheehan,Jemima West,Action, Adventure, Fantasy,3304
Extinction,55122,TV-MA,,Michael Peña,Lizzy Caplan,Amelia Crouch,Erica Tremblay,Action, Drama, Sci-Fi,3305
Pride and Prejudice and Zombies,58396,PG-13,10.91,Lily James,Sam Riley,Jack Huston,Bella Heathcote,Action, Comedy, Fantasy,3429
Wild Hogs,120921,PG-13,168.27,Tim Allen,Martin Lawrence,John Travolta,William H. Macy,Action, Adventure, Comedy,3639
Over the Top,56811,PG,16.06,Sylvester Stallone,Robert Loggia,Susan Blakely,Rick Zumwalt,Action, Drama, Sport,3699
Morgan,44832,R,3.91,Kate Mara,Anya Taylor-Joy,Rose Leslie,Michael Yare,Action, Horror, Sci-Fi,3882
Rambo III,135526,R,53.72,Sylvester Stallone,Richard Crenna,Marc de Jonge,Kurtwood Smith,Action, Adventure, Thriller,3894
Into the Storm,70078,PG-13,47.6,Richard Armitage,Sarah Wayne Callies,Matt Walsh,Max Deacon,Action, Adventure, Drama,4747
Resident Evil: Afterlife,175199,R,60.13,Milla Jovovich,Ali Larter,Wentworth Miller,Kim Coates,Action, Horror, Sci-Fi,4848
Skyscraper,126759,PG-13,68.42,Dwayne Johnson,Neve Campbell,Chin Han,Roland Møller,Action, Adventure, Thriller,4931
Straw Dogs,35162,R,10.32,James Marsden,Kate Bosworth,Alexander Skarsgård,James Woods,Action, Drama, Thriller,
1941,35015,PG,31.76,John Belushi,Dan Aykroyd,Treat Williams,Nancy Allen,Action, Comedy, War,
Around the World in 80 Days,92256,PG,24.01,Jackie Chan,Steve Coogan,Jim Broadbent,Kathy Bates,Action, Adventure, Comedy,
Sudden Death,35837,R,20.35,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry,Whittni Wright,Action, Crime, Thriller,
The Green Hornet,162545,PG-13,98.78,Seth Rogen,Jay Chou,Christoph Waltz,Cameron Diaz,Action, Comedy, Crime,
Striking Distance,44310,R,23.8,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Tom Sizemore,Action, Crime, Mystery,
The Gunman,42343,R,10.64,Sean Penn,Idris Elba,Jasmine Trinca,Javier Bardem,Action, Adventure, Crime,
Reindeer Games,41227,R,23.36,Ben Affleck,Gary Sinise,Charlize Theron,James Frain,Action, Adventure, Crime,
Hard to Kill,31280,R,47.41,Steven Seagal,Kelly LeBrock,William Sadler,Frederick Coffin,Action, Crime, Drama,
Bulletproof,39258,R,21.16,Damon Wayans,Adam Sandler,James Caan,Jeep Swenson,Action, Comedy, Crime,
Air America,29625,R,31.05,Mel Gibson,Robert Downey Jr.,Nancy Travis,Ken Jenkins,Action, Comedy, War,
Cradle 2 the Grave,45802,R,34.71,Jet Li,DMX,Mark Dacascos,Anthony Anderson,Action, Crime, Drama,
Firewall,58719,PG-13,48.75,Harrison Ford,Virginia Madsen,Paul Bettany,Carly Schroeder,Action, Crime, Thriller,
Taxi 3,44223,Not Rated,0.5,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,Bai Ling,Action, Comedy, Crime,
Samrat Prithviraj,53154,UA,,Akshay Kumar,Sanjay Dutt,Ashutosh Rana,Sonu Sood,Action, Drama, History,
The Three Musketeers,109884,PG-13,20.38,Logan Lerman,Matthew Macfadyen,Ray Stevenson,Milla Jovovich,Action, Adventure, Fantasy,255
Murder Mystery 2,52767,PG-13,,Adam Sandler,Jennifer Aniston,Mark Strong,Mélanie Laurent,Action, Comedy, Crime,323
The Matrix Resurrections,261320,R,,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Jonathan Groff,Action, Sci-Fi,,488
Escape Room: Tournament of Champions,51835,PG-13,25.19,Taylor Russell,Logan Miller,Deborah Ann Woll,Thomas Cocquerel,Action, Adventure, Horror,847
G.I. Joe: Retaliation,184480,PG-13,122.52,Dwayne Johnson,Channing Tatum,Adrianne Palicki,Lee Byung-hun,Action, Adventure, Sci-Fi,924
Mulan,152863,PG-13,,Liu Yifei,Donnie Yen,Gong Li,Jet Li,Action, Adventure, Drama,985
Memory,30320,R,,Liam Neeson,Guy Pearce,Taj Atwal,Harold Torres,Action, Crime, Thriller,1022
Mechanic: Resurrection,88558,R,21.22,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,Action, Adventure, Crime,1338
G.I. Joe: The Rise of Cobra,211949,PG-13,152.27,Dennis Quaid,Channing Tatum,Marlon Wayans,Adewale Akinnuoye-Agbaje,Action, Adventure, Sci-Fi,1434
Planet of the Apes,223652,PG-13,180.01,Mark Wahlberg,Helena Bonham Carter,Tim Roth,Michael Clarke Duncan,Action, Adventure, Sci-Fi,1460
X-Men: Dark Phoenix,194549,PG-13,65.85,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,Action, Adventure, Sci-Fi,1746
Samaritan,50327,PG-13,,Sylvester Stallone,Javon 'Wanna' Walton,Pilou Asbæk,Dascha Polanco,Action, Drama, Fantasy,1931
Fantastic Four (2005),336056,PG-13,154.7,Ioan Gruffudd,Michael Chiklis,Chris Evans,Jessica Alba,Action, Adventure, Fantasy,2070
Bloodshot,81172,PG-13,12.56,Vin Diesel,Eiza González,Sam Heughan,Toby Kebbell,Action, Adventure, Sci-Fi,2084
Freddy vs. Jason,122894,R,82.62,Robert Englund,Ken Kirzinger,Kelly Rowland,Monica Keena,Action, Horror,,2134
Underworld: Blood Wars,78396,R,30.35,Kate Beckinsale,Theo James,Tobias Menzies,Lara Pulver,Action, Adventure, Fantasy,2216
Allegiant,127576,PG-13,66.18,Shailene Woodley,Theo James,Jeff Daniels,Naomi Watts,Action, Adventure, Mystery,2484
Journey 2: The Mysterious Island,107958,PG,103.86,Josh Hutcherson,Dwayne Johnson,Michael Caine,Luis Guzmán,Action, Adventure, Comedy,2582
Chaos Walking,52666,PG-13,13.29,Tom Holland,Daisy Ridley,Demián Bichir,David Oyelowo,Action, Adventure, Fantasy,2595
Buffy the Vampire Slayer,46972,PG-13,16.62,Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,Action, Comedy, Fantasy,2619
Pan,65892,PG,35.09,Levi Miller,Hugh Jackman,Garrett Hedlund,Rooney Mara,Action, Adventure, Comedy,2627
Hitman: Agent 47,93307,R,22.47,Rupert Friend,Hannah Ware,Zachary Quinto,Ciarán Hinds,Action, Crime, Thriller,2761
Only God Forgives,115098,R,0.78,Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,Gordon Brown,Action, Crime, Drama,2763
Lara Croft: Tomb Raider,213816,PG-13,131.14,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,Action, Adventure, Fantasy,2896
Wrath of the Titans,192244,PG-13,83.67,Sam Worthington,Liam Neeson,Rosamund Pike,Ralph Fiennes,Action, Adventure, Fantasy,3889
Fool's Gold,82095,PG-13,70.23,Matthew McConaughey,Kate Hudson,Donald Sutherland,Alexis Dziena,Action, Adventure, Comedy,3921
Battle Los Angeles,182565,PG-13,83.55,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Ramón Rodríguez,Action, Adventure, Sci-Fi,3954
Crocodile Dundee II,59152,PG,109.31,Paul Hogan,Linda Kozlowski,John Meillon,Ernie Dingo,Action, Adventure, Comedy,4363
Gamer,137351,R,20.49,Gerard Butler,Michael C. Hall,Ludacris,Amber Valletta,Action, Sci-Fi, Thriller,4461
The Darkest Minds,33978,PG-13,12.7,Amandla Stenberg,Mandy Moore,Bradley Whitford,Harris Dickinson,Action, Adventure, Drama,4486
Escape from L.A.,77615,R,25.48,Kurt Russell,Steve Buscemi,Stacy Keach,A.J. Langer,Action, Adventure, Sci-Fi,4645
Poseidon,107362,PG-13,60.67,Richard Dreyfuss,Kurt Russell,Emmy Rossum,Josh Lucas,Action, Adventure, Thriller,4660
The Do-Over,48911,TV-MA,,Adam Sandler,David Spade,Paula Patton,Kathryn Hahn,Action, Adventure, Comedy,4720
Sabotage,64893,R,10.51,Arnold Schwarzenegger,Sam Worthington,Terrence Howard,Olivia Williams,Action, Crime, Drama,4782
Gemini Man,116757,PG-13,48.55,Will Smith,Mary Elizabeth Winstead,Clive Owen,Benedict Wong,Action, Sci-Fi, Thriller,4950
Cutthroat Island,29339,PG-13,10.02,Geena Davis,Matthew Modine,Frank Langella,Maury Chaykin,Action, Adventure, Comedy,
Cooties,27205,R,0.06,Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Action, Comedy, Horror,
Priest,121875,PG-13,29.14,Paul Bettany,Cam Gigandet,Maggie Q,Karl Urban,Action, Fantasy, Horror,
Bullet to the Head,51158,R,9.48,Sylvester Stallone,Jason Momoa,Christian Slater,Sung Kang,Action, Crime, Thriller,
Mighty Joe Young,29975,PG,50.63,Bill Paxton,Charlize Theron,Rade Serbedzija,Peter Firth,Action, Adventure, Family,
Race to Witch Mountain,61400,PG,67.17,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,Alexander Ludwig,Action, Adventure, Family,
Hudson Hawk,58202,R,17.22,Bruce Willis,Danny Aiello,Andie MacDowell,James Coburn,Action, Adventure, Comedy,
Beckett,27273,TV-MA,,John David Washington,Boyd Holbrook,Vicky Krieps,Alicia Vikander,Action, Crime, Drama,
Close,25938,TV-MA,,Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi,Sophie Nélisse,Action, Drama, Thriller,
Ben-Hur,45405,PG-13,26.41,Jack Huston,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,Action, Drama, Romance,
Drillbit Taylor,61447,PG-13,32.85,Owen Wilson,Josh Peck,Alex Frost,Nate Hartley,Action, Comedy, Crime,
Red Planet,59047,PG-13,18,Val Kilmer,Carrie-Anne Moss,Tom Sizemore,Benjamin Bratt,Action, Sci-Fi, Thriller,
Money Train,42105,R,35.32,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Robert Blake,Action, Comedy, Crime,
Nowhere to Run,25247,R,22.19,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,Action, Drama, Romance,
Bandidas,36375,PG-13,,Penélope Cruz,Salma Hayek,Steve Zahn,Dwight Yoakam,Action, Comedy, Crime,
The Art of War,30420,R,30.21,Wesley Snipes,Donald Sutherland,Maury Chaykin,Anne Archer,Action, Adventure, Crime,
Armored,31339,PG-13,15.99,Columbus Short,Matt Dillon,Laurence Fishburne,Jean Reno,Action, Crime, Thriller,
The Mother,31146,R,,Jennifer Lopez,Lucy Paez,Omari Hardwick,Joseph Fiennes,Action, Thriller,,13
The Meg,180560,PG-13,143.01,Jason Statham,Bingbing Li,Rainn Wilson,Cliff Curtis,Action, Horror, Sci-Fi,199
Jurassic World: Dominion,184088,PG-13,376.85,Chris Pratt,Bryce Dallas Howard,Laura Dern,Sam Neill,Action, Adventure, Sci-Fi,294
Strange World,40193,PG,,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,Dennis Quaid,Animation, Action, Adventure,742
Transformers: Age of Extinction,321089,PG-13,245.44,Mark Wahlberg,Nicola Peltz Beckham,Jack Reynor,Stanley Tucci,Action, Adventure, Sci-Fi,884
Beast Hollywood (2022),34163,R,31.85,Liyabuya Gongo,Martin Munro,Daniel Hadebe,Thapelo Sebogodi,Action, Adventure, Drama,1128
R.I.P.D.,139698,PG-13,33.62,Ryan Reynolds,Jeff Bridges,Mary-Louise Parker,Kevin Bacon,Action, Adventure, Comedy,1524
Men in Black: International,139596,PG-13,80,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Rebecca Ferguson,Action, Adventure, Comedy,1588
Last Seen Alive,25472,R,,Gerard Butler,Jaimie Alexander,Russell Hornsby,Ethan Embry,Action, Mystery, Thriller,1600
Charlie's Angels (2000),191253,PG-13,125.31,Cameron Diaz,Drew Barrymore,Lucy Liu,Bill Murray,Action, Adventure, Comedy,1718
Pixels,150645,PG-13,78.75,Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage,Action, Comedy, Fantasy,1902
The Pacifier,97634,PG,113.09,Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett,Action, Comedy, Drama,2142
Spy Kids,121824,PG,112.72,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,Action, Adventure, Comedy,2143
Hulk,272755,PG-13,132.18,Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Action, Sci-Fi,,2191
You Don't Mess with the Zohan,207664,PG-13,100.02,Adam Sandler,John Turturro,Emmanuelle Chriqui,Nick Swardson,Action, Comedy,,2475
Alexander,172938,R,34.3,Colin Farrell,Anthony Hopkins,Rosario Dawson,Angelina Jolie,Action, Biography, Drama,2598
Assassin's Creed,203165,PG-13,54.65,Michael Fassbender,Marion Cotillard,Jeremy Irons,Brendan Gleeson,Action, Adventure, Sci-Fi,2752
The Dark Tower,141994,PG-13,50.7,Idris Elba,Matthew McConaughey,Tom Taylor,Dennis Haysbert,Action, Adventure, Fantasy,3066
Alien vs. Predator,205706,PG-13,80.28,Sanaa Lathan,Lance Henriksen,Raoul Bova,Ewen Bremner,Action, Adventure, Horror,3068
Pacific Rim: Uprising,121315,PG-13,59.87,John Boyega,Scott Eastwood,Cailee Spaeny,Burn Gorman,Action, Adventure, Fantasy,3170
Wild Card,57783,R,0,Jason Statham,Michael Angarano,Dominik Garcia,Milo Ventimiglia,Action, Crime, Drama,3208
Judge Dredd,121288,R,34.69,Sylvester Stallone,Armand Assante,Rob Schneider,Jürgen Prochnow,Action, Crime, Sci-Fi,3516
Fantastic Four: Rise of the Silver Surfer,271192,PG,131.92,Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,Action, Adventure, Fantasy,3574
Johnny Mnemonic,73965,R,19.08,Keanu Reeves,Dolph Lundgren,Dina Meyer,Ice-T,Action, Drama, Sci-Fi,3926
The Specialist,67921,R,57.36,Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,Action, Drama, Thriller,4005
Machete Kills,80693,R,8.01,Danny Trejo,Alexa PenaVega,Mel Gibson,Jessica Alba,Action, Crime, Thriller,4016
Timeline,64539,PG-13,19.48,Paul Walker,Gerard Butler,Billy Connolly,Frances O'Connor,Action, Adventure, Sci-Fi,4048
The Ice Road,43952,PG-13,,Liam Neeson,Marcus Thomas,Laurence Fishburne,Amber Midthunder,Action, Adventure, Thriller,4166
Hold the Dark,38916,TV-MA,,Jeffrey Wright,Alexander Skarsgård,James Badge Dale,Riley Keough,Action, Crime, Drama,4171
The Marksman,40147,PG-13,,Katheryn Winnick,Liam Neeson,Teresa Ruiz,Juan Pablo Raba,Action, Drama, Thriller,4273
Jolt,33210,R,,Kate Beckinsale,Jai Courtney,Stanley Tucci,Bobby Cannavale,Action, Comedy, Crime,4682
Jay and Silent Bob Reboot,27155,R,,Joey Lauren Adams,Ben Affleck,Fred Armisen,Diedrich Bader,Action, Adventure, Comedy,4736
Raw Deal,35937,R,16.21,Arnold Schwarzenegger,Kathryn Harrold,Sam Wanamaker,Paul Shenar,Action, Crime, Thriller,4863
Double Impact,42326,R,30.1,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,Corinna Everson,Action, Crime,,4879
National Security,52490,PG-13,36.38,Martin Lawrence,Steve Zahn,Colm Feore,Bill Duke,Action, Comedy, Crime,
Brick Mansions,43267,PG-13,20.4,Paul Walker,David Belle,RZA,Goûchy Boy,Action, Crime, Thriller,
Brahmastra Part One: Shiva,108594,M,,Amitabh Bachchan,Ranbir Kapoor,Alia Bhatt,Nagarjuna Akkineni,Action, Adventure, Fantasy,
Chain Reaction,54077,PG-13,21.23,Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward,Action, Drama, Sci-Fi,
The Skulls,33014,PG-13,35.05,Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,Action, Crime, Drama,
MacGruber,46389,R,8.46,Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe,Action, Comedy,,
Survivor,34682,PG-13,,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,Action, Crime, Thriller,
Bad Company,49023,PG-13,30.16,Anthony Hopkins,Chris Rock,Matthew Marsh,Gabriel Macht,Action, Comedy, Thriller,
The Pink Panther 2,46686,PG,35.92,Steve Martin,Jean Reno,Emily Mortimer,Andy Garcia,Action, Adventure, Comedy,
Sleepless,33413,R,20.78,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Gabrielle Union,Action, Thriller,,
Exit Wounds,36199,R,51.76,Steven Seagal,DMX,Isaiah Washington,Anthony Anderson,Action, Crime, Thriller,
Fire with Fire,27088,R,,Josh Duhamel,Bruce Willis,Rosario Dawson,Vincent D'Onofrio,Action, Thriller,,
12 Rounds,29707,PG-13,12.23,John Cena,Ashley Scott,Aidan Gillen,Steve Harris,Action, Crime, Thriller,
The Quest,27046,PG-13,21.6,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,Action, Adventure, Drama,
The Contract,25556,R,,John Cusack,Morgan Freeman,Jamie Anderson,Alice Krige,Action, Crime, Drama,
Metro,28334,R,31.99,Eddie Murphy,Michael Rapaport,Kim Miyori,Art Evans,Action, Comedy, Crime,
Once There Was a Tiger,36239,Not Rated,2.35,Salman Khan,Katrina Kaif,Girish Karnad,Roshan Seth,Action, Adventure, Romance,
Bang Bang,25076,Not Rated,2.55,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,Danny Denzongpa,Action, Adventure, Comedy,
Baywatch,193608,R,58.06,Dwayne Johnson,Zac Efron,Alexandra Daddario,Priyanka Chopra Jonas,Action, Comedy, Crime,414
Willy's Wonderland,32999,16+,,Nicolas Cage,Emily Tosta,Beth Grant,Ric Reitz,Action, Comedy, Horror,1174
The Scorpion King,141951,PG-13,91.05,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,Action, Adventure, Fantasy,2085
The Core,104269,PG-13,31.19,Aaron Eckhart,Hilary Swank,Delroy Lindo,Bruce Greenwood,Action, Adventure, Sci-Fi,2160
